Артикул	Наименование	Раздел	Производитель	Состояние	Статус	Цвет	Тип	Штрихкод	Коллекция	Ширина	Высота	Глубина	Монтаж	Материал корпуса	Материал фасада	Покрытие	Стиль	Гарантия	Страна сборки	Вес, кг Брутто	Объем, м3 Брутто	Ориентация	Область применения	Фурнитура	Доп. функции	Система хранения	Тип лампы	Описание	Изображение	РРЦ
99.9100	Ящик BOX, 60 см, подвесной, для стеклянной столешницы LINE, 1 ящик, push-to-open, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117602	Box	590	270	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	12	0,070	универсальная	бытовая	Hettich	механизм открывания push-to-open	1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/BNpT/EWw4LWUAx	11800
99.9101	Столешница LINE, 120 см, стеклянная, с отверстиями для установки накладного умывальника и смесителя, белая	столешницы	Dreja	склад		белый	столешницы	4670015117473	Line	1200	24	460	подвесной	МДФ+стекло	МДФ+стекло	стекло	современный	2 года	Россия	12,9045	0,030	универсальная	бытовая					Столешница со стеклом	https://cloud.mail.ru/public/5sXr/sjKKK2516	13600
99.9102	Консоль под стеклянную столешницу LINE, хром	консоли	Dreja	склад		хром	консоли	4670015118715	Line	20	210	455	подвесной	мелалл	металл	хром	современный	2 года	Россия	1,2	0,016	универсальная	бытовая					Консоль под стеклянную столешницу	https://cloud.mail.ru/public/Wd5P/AqzSL4Zqu	7609
99.9200	Тумба INSIGHT, 80 см, подвесная, стеклянная столешница с отверстиями для установки накладного умывальника и смесителя, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117497	Insight	800	350	500	подвесной	МДФ	МДФ	глянцевое	современный	2 года	Россия	30	0,196	универсальная	бытовая	Hettich	встроенный органайзер 	1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/9KJy/zfxAouT8m	34800
99.9201	Пенал INSIGHT, 35 см, подвесной, универсальный, 2 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4670015117404	Insight	350	1720	350	подвесной	МДФ	МДФ	глянцевое	современный	2 года	Россия	40	0,253	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Подвесная современная коллекция	https://cloud.mail.ru/public/74Pp/DKqTh6jk1	36500
99.0806	Тумба PERFECTO, 60 см, подвесная, 1 ящик, push-to-open, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117503	Perfecto	570	502	453	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	18,052	0,153	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике, механизм открывания  push-to-open	1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/sZfs/wWrEBpEtS	14600
99.0807	Тумба PERFECTO, 70 см, подвесная, 1 ящик, push-to-open, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117510	Perfecto	670	502	453	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	19,831	0,179	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике, механизм открывания  push-to-open	1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/8v6T/MCR45Dmhh	15400
99.0808	Тумба PERFECTO, 90 см, подвесная, 1 ящик, push-to-open, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117527	Perfecto	870	502	462	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	28,109	0,235	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике, механизм открывания  push-to-open	1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/8xSH/QodBJJVNA	17400
99.0809	Пенал PERFECTO, 35 см, подвесной/напольный, универсальный, 2 дверцы, push-to-open, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4670015117411	Perfecto	350	1720	350	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	31,4584	0,252	универсальная	бытовая	Hettich	механизм открывания push-to-open	2 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/EvjD/EsqRYwM3d	25900
99.0810	Полупенал PERFECTO, 35 см, подвесной, правый, 1 дверца, push-to-open, 1 стеклянная полка, белый глянец	полупеналы	Dreja	склад		белый	полупеналы	4670015117435	Perfecto	347	770	353	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	15,853	0,115	универсальная	бытовая	Hettich	механизм открывания push-to-open	1 дверца, 1 стеклянная полка		Подвесная современная коллекция	https://cloud.mail.ru/public/cvaJ/VGZhpiREV	12200
99.9300	Тумба PRIME, 60 см, подвесная/напольная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117534	Prime	570	655	450	подвесной/напольный	МДФ	МДФ	глянцевое	современный	2 года	Россия	26,8058	0,197	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/6cJE/dTigLw7NX	33900
99.9301	Тумба PRIME, 70 см, подвесная/напольная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117541	Prime	670	655	450	подвесной/напольный	МДФ	МДФ	глянцевое	современный	2 года	Россия	29,3941	0,230	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/tb7L/iUNZTYEkU	35900
99.9302	Тумба PRIME, 90 см, подвесная/напольная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117558	Prime	870	655	450	подвесной/напольный	МДФ	МДФ	глянцевое	современный	2 года	Россия	34,5356	0,296	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/2jjT/SEt67hyte	38900
99.9303	Пенал PRIME, 35 см, подвесной/напольный, универсальный, 1 дверца, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4670015117428	Prime	350	1545	350	подвесной/напольный	МДФ	МДФ	глянцевое	современный	2 года	Россия	30,47424	0,236	универсальная	бытовая	Hettich		1 дверца, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/Evz8/JdiLaQbx7	29900
99.9304	Шкаф зеркальный PRIME, 60 см, 2 дверцы, 2 стеклянные полки, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4670015117572	Prime	600	700	141	подвесной	МДФ	МДФ+зеркало	глянцевое	современный	2 года	Россия	19,0506	0,087	универсальная	бытовая	Hettich		2 дверцы, 2 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/addD/MXE3gfRwB	12900
99.9305	Шкаф зеркальный PRIME, 70 см, 2 дверцы, 4 стеклянные полки, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4670015117589	Prime	700	700	141	подвесной	МДФ	МДФ+зеркало	глянцевое	современный	2 года	Россия	21,6969	0,101	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/rTQ7/5tD4TMYBZ	13900
99.9306	Шкаф зеркальный PRIME, 90 см, 3 дверцы, 6 стеклянных полок, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4670015117596	Prime	900	700	141	подвесной	МДФ	МДФ+зеркало	глянцевое	современный	2 года	Россия	26,64155	0,129	универсальная	бытовая	Hettich		3 дверцы, 6 стеклянных полок		Современная коллекция	https://cloud.mail.ru/public/kstH/x5fG6zLf1	15900
99.9822	Светильник PRIME, для зеркального шкафа, LED, пластик, хром	светильники	Dreja	склад		хром	светильники	4670015118692	Prime	296	38	108	подвесной	пластик	пластик	хром	современный	2 года	Россия	0,1	0,001	универсальная	бытовая				LED-освещение	Современная коллекция	https://cloud.mail.ru/public/wQkB/zvULtBY1D	2300
99.9400	Тумба W, 125 см, подвесная, для умывальника "Гармония" 125 см или стеклянной столешницы W, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4670015117565	W	1221	420	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	33,453	0,239	универсальная	бытовая	Hettich	встроенный органайзер 	2 ящика		Подвесная современная коллекция	https://cloud.mail.ru/public/cBdE/owAq2jh5J	23100
99.9401	Столешница W, стеклянная, для тумбы W, с отверстиями для установки 2-х накладных умывальников	столешницы	Dreja	склад		белый	столешницы	4670015117480	W	1250	16	460	подвесной	МДФ+стекло	МДФ+стекло	стекло	современный	2 года	Россия	10,6595	0,031	универсальная	бытовая			2 дверцы, 2 стеклянные полки		Столешница со стеклом	https://cloud.mail.ru/public/uHqV/NhGhdWDw8	14900
99.0012	Шкаф QL, 60 см, 2 дверцы, 2 стеклянные полки, белый глянец	шкафы	Dreja	склад		белый	шкафы	4670015119040	QL	600	770	250	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	17,9146	0,151	универсальная	бытовая	Hettich		2 дверцы, 2 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/UgS4/TEKiPzYz4	15900
99.9026	Зеркало POINT, 50x80 см, сенсорный выключатель, LED-подсветка	зеркала	Dreja	склад		белый	зеркала	4630040429828	Point	500	800	26	подвесной	ЛДСП+пластик	зеркало	глянцевое	современный	2 года	Россия	6	0,010	универсальная	бытовая		сенсорный выключатель, LED-подсветка		LED-освещение	Современная коллекция	https://cloud.mail.ru/public/U28x/moXa1AcSD	11300
99.0604	Тумба ALDA, 65 см, подвесная/напольная, 2 ящика, с опорами, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641549	Alda	616	670	302	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	13,232	0,129	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/gvmM/pDyGP2VuV	19900
99.0603	Тумба ALDA D, 65 см, подвесная/напольная, 2 дверцы, с опорами, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641532	Alda	616	670	302	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	13,232	0,129	универсальная	бытовая	Hettich		2 дверцы		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/Fe9H/xKukjkUwR	16400
99.0305	Тумба ALFA, 55 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018640719	Alfa	536	470	296	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	10,892	0,095	универсальная	бытовая	Hettich		1 ящик		Подвесная современная коллекция	https://cloud.mail.ru/public/q7Ez/U5wpM8bfs	12300
99.1502	Тумба ALMI, 50 см, подвесная/напольная, 1 дверца, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018640986	Almi	430	620	366	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	8,605	0,116	универсальная	бытовая	Hettich		1 дверца		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/6Z2h/CPAeJ1UuF	10700
99.0208	Пенал ALMI, 35 см, подвесной/напольный, универсальный, 2 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4660018640795	Almi	347	1720	352	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	20,5094	0,249	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/YW9Y/Lx11DAXws	20600
99.0209	Пенал ALMI, 50 см, подвесной/напольный, 4 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4660018640801	Almi	500	1720	352	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	23,3728	0,348	универсальная	бытовая	Hettich		4 дверцы, 4 стеклянные полки		Подвесная современная коллекция	https://cloud.mail.ru/public/j2Rx/rPVnGGUMW	32800
99.0210	Полупенал ALMI, 35 см, подвесной, правый, 1 дверца, 2 стеклянные полки, белый глянец	полупеналы	Dreja	склад		белый	полупеналы	4660018640818	Almi	347	770	352	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	10,626	0,112	универсальная	бытовая	Hettich		1 дверца, 2 стеклянные полки		Подвесная современная коллекция	https://cloud.mail.ru/public/SuN3/JCJA6AGSK	11800
99.9008	Шкаф зеркальный ALMI, 50 см, 1 дверца, 2 стеклянные полки, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640603	Almi	500	700	140	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	13,0098	0,063	универсальная	бытовая	Hettich		1 дверца, 2 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/ZzGw/fiZpmvTLm	7800
99.9009	Шкаф зеркальный ALMI, 60 см, 2 дверцы, 4 стеклянные полки, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640610	Almi	600	700	140	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	14,9266	0,075	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/q7kg/JPJEcYwRE	9200
99.9010	Шкаф зеркальный ALMI, 70 см, 2 дверцы, 4 стеклянные полки, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640627	Almi	702	700	140	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	16,5704	0,087	универсальная	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Современная коллекция	https://cloud.mail.ru/public/azJA/KvjN1uP56	10700
99.9011	Шкаф зеркальный ALMI, 80 см, 3 дверцы, 6 стеклянных полок, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640634	Almi	800	700	140	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	20,5308	0,099	универсальная	бытовая	Hettich		3 дверцы, 6 стеклянных полок		Современная коллекция	https://cloud.mail.ru/public/NrdX/bNizcgQ4p	12900
99.9012	Шкаф зеркальный ALMI, 90 см, 3 дверцы, 6 стеклянных полок, белый	зеркальные шкафы	Dreja	склад		белый	зеркальные шкафы	4660018640641	Almi	900	700	140	подвесной	ЛДСП	МДФ+зеркало	глянцевое	современный	2 года	Россия	22,7596	0,111	универсальная	бытовая	Hettich		3 дверцы, 6 стеклянных полок		Современная коллекция	https://cloud.mail.ru/public/Kf3Z/DZUA3TV1C	13500
77.0201W	Тумба BIG INN, 65 см, подвесная, 1 ящик + выдвижной внутренний ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029262134	Big Inn	610	425	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	16,62	0,116	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/NLUC/pVXR8wK2d	18900
77.0202D	Тумба BIG INN, 65 см, подвесная, 1 ящик + выдвижной внутренний ящик, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029262097	Big Inn	610	425	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	17,25	0,191	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/9a9U/1UJuNdnmZ	16900
77.0203W	Тумба BIG INN, 80 см, подвесная, 1 ящик + выдвижной внутренний ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264497	Big Inn	760	425	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	22,43	0,161	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/M4jw/H1NjHUvML	20500
77.0204D	Тумба BIG INN, 80 см, подвесная, 1 ящик + выдвижной внутренний ящик, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264503	Big Inn	760	425	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	22,9	0,149	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/4iMw/GfxUVDbZK	18900
77.0205W	Тумба BIG INN, 100 см, подвесная, 1 ящик + выдвижной внутренний ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264404	Big Inn	960	425	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	26,43	0,176	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/hYtT/sv9HYmgwE	22400
77.0206D	Тумба BIG INN, 100 см, подвесная, 1 ящик + выдвижной внутренний ящик, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264398	Big Inn	960	425	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	27,85	0,202	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	1 ящик + выдвижной внутренний ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/kaNN/Dqdudf4s7	20700
77.0101W	Тумба GIO, 60 см, подвесная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264534	Gio	575	550	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	17,2	0,155	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/dwiz/N9qW48Qcn	19300
77.0102D	Тумба GIO, 60 см, подвесная, 2 ящика, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264541	Gio	575	550	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	19,8	0,188	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/bs9y/Fvee6NT3u	16300
77.0103W	Тумба GIO, 80 см, подвесная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264428	Gio	750	550	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	21,9	0,146	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/HEXm/aYmqiDqU3	23700
77.0104D	Тумба GIO, 80 см, подвесная, 2 ящика, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264558	Gio	750	550	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	22,9	0,149	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/hMy7/ESqwbjHga	20400
77.0105W	Тумба GIO, 100 см, подвесная, 2 ящика, белый глянец	тумбы	Dreja	склад		белый	тумбы	4610029264527	Gio	960	550	460	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	26,43	0,176	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/QNyL/XAThRLeA2	25400
77.0106D	Тумба GIO, 100 см, подвесная, 2 ящика, дуб кантри	тумбы	Dreja	склад		дуб кантри	тумбы	4610029264510	Gio	960	550	460	подвесной	ЛДСП	ЛДСП	эко-шпон	современный	2 года	Россия	27,85	0,202	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Современная подвесная коллекция	https://cloud.mail.ru/public/9eUb/RskEsNr4w	22200
99.0909	Тумба GRACE, 60 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641709	Grace	576	444	455	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	20,9	0,149	универсальная	бытовая	Hettich	встроенный органайзер	1 ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/snzR/nYRBk4MJt	13900
99.0910	Тумба GRACE, 70 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641716	Grace	670	444	450	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	24,43	0,176	универсальная	бытовая	Hettich	встроенный органайзер	1 ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/4zf2/xa73rmnr3	15500
99.0903	Тумба GRACE, 90 см, подвесная, 1 ящик, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641723	Grace	870	444	450	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	34	0,210	универсальная	бытовая	Hettich	встроенный органайзер	1 ящик		Современная подвесная коллекция	https://cloud.mail.ru/public/fwjB/uWvqEgDbp	19900
99.0907	Пенал GRACE, 35 см, подвесной/напольный, правый, 2 дверцы, 4 стеклянные полки, белый глянец	пеналы	Dreja	склад		белый	пеналы	4660018641761	Grace	350	1720	357	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	14,92	0,030	правая	бытовая	Hettich		2 дверцы, 4 стеклянные полки		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/UNmK/p4gv9n38D	25300
99.0908	Полупенал GRACE, 35 см, подвесной, правый, 1 дверца, 2 стеклянные полки, белый глянец	полупеналы	Dreja	склад		белый	полупеналы	4660018641778	Grace	350	770	350	подвесной	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	7,1	0,015	правая	бытовая	Hettich		1 дверца, 2 стеклянные полки		Современная подвесная коллекция	https://cloud.mail.ru/public/TQft/yF5SaMJBL	12400
99.0904	Тумба GRACE PLUS, 60 см, подвесная/напольная, 2 ящика, с опорами, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641730	Grace Plus	576	645	455	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	22,9	0,149	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/sWd4/mvexJRPWa	20900
99.0905	Тумба GRACE PLUS, 70 см, подвесная/напольная, 2 ящика, с опорами, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641747	Grace Plus	670	645	450	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	26,43	0,176	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/bE9b/Xeo9uadg1	24300
99.0906	Тумба GRACE PLUS, 90 см, подвесная/напольная, 2 ящика, с опорами, белый глянец	тумбы	Dreja	склад		белый	тумбы	4660018641754	Grace Plus	874	645	450	подвесной/напольный	ЛДСП	МДФ	глянцевое	современный	2 года	Россия	40,4	0,298	универсальная	бытовая	Hettich	встроенный органайзер в верхнем ящике	2 ящика		Подвесная/напольная современная коллекция	https://cloud.mail.ru/public/pwix/uYcBHUtS9	28600
